id,date,domainId,serviceId,environment,costAmount
cost-7314,2025-09-15,clearwater-sales,rds,prod,146.28
cost-7315,2025-09-15,clearwater-sales,s3,dev,17.17
cost-7316,2025-09-15,clearwater-sales,s3,uat,27.88
cost-7317,2025-09-15,clearwater-sales,s3,prod,119.09
cost-7318,2025-09-15,clearwater-sales,lambda,dev,38.38
cost-7319,2025-09-15,clearwater-sales,lambda,uat,76.88
cost-7320,2025-09-15,clearwater-sales,lambda,prod,252.46
cost-7321,2025-09-15,clearwater-sales,eks,dev,11.46
cost-7322,2025-09-15,clearwater-sales,eks,uat,23.08
cost-7323,2025-09-15,clearwater-sales,eks,prod,80.02
cost-7324,2025-09-15,clearwater-sales,cloudwatch,dev,11.22
cost-7325,2025-09-15,clearwater-sales,cloudwatch,uat,20.75
cost-7326,2025-09-15,clearwater-sales,cloudwatch,prod,68.78
cost-7327,2025-09-15,clearwater-collateral,ec2,dev,12.25
cost-7328,2025-09-15,clearwater-collateral,ec2,uat,27.07
cost-7329,2025-09-15,clearwater-collateral,ec2,prod,109.13
cost-7330,2025-09-15,clearwater-collateral,rds,dev,30.53
cost-7331,2025-09-15,clearwater-collateral,rds,uat,62.14
cost-7332,2025-09-15,clearwater-collateral,rds,prod,232.36
cost-7333,2025-09-15,clearwater-collateral,s3,dev,29.87
cost-7334,2025-09-15,clearwater-collateral,s3,uat,50.50
cost-7335,2025-09-15,clearwater-collateral,s3,prod,166.88
cost-7336,2025-09-15,clearwater-collateral,lambda,dev,7.83
cost-7337,2025-09-15,clearwater-collateral,lambda,uat,14.54
cost-7338,2025-09-15,clearwater-collateral,lambda,prod,58.85
cost-7339,2025-09-15,clearwater-collateral,eks,dev,6.01
cost-7340,2025-09-15,clearwater-collateral,eks,uat,12.80
cost-7341,2025-09-15,clearwater-collateral,eks,prod,48.54
cost-7342,2025-09-15,clearwater-collateral,cloudwatch,dev,5.23
cost-7343,2025-09-15,clearwater-collateral,cloudwatch,uat,8.07
cost-7344,2025-09-15,clearwater-collateral,cloudwatch,prod,35.76
cost-7345,2025-09-16,clearwater-trade,ec2,dev,96.53
cost-7346,2025-09-16,clearwater-trade,ec2,uat,202.33
cost-7347,2025-09-16,clearwater-trade,ec2,prod,680.82
cost-7348,2025-09-16,clearwater-trade,rds,dev,60.72
cost-7349,2025-09-16,clearwater-trade,rds,uat,117.69
cost-7350,2025-09-16,clearwater-trade,rds,prod,545.55
cost-7351,2025-09-16,clearwater-trade,s3,dev,11.68
cost-7352,2025-09-16,clearwater-trade,s3,uat,24.66
cost-7353,2025-09-16,clearwater-trade,s3,prod,93.89
cost-7354,2025-09-16,clearwater-trade,lambda,dev,26.54
cost-7355,2025-09-16,clearwater-trade,lambda,uat,55.86
cost-7356,2025-09-16,clearwater-trade,lambda,prod,169.28
cost-7357,2025-09-16,clearwater-trade,eks,dev,61.24
cost-7358,2025-09-16,clearwater-trade,eks,uat,108.22
cost-7359,2025-09-16,clearwater-trade,eks,prod,388.55
cost-7360,2025-09-16,clearwater-trade,cloudwatch,dev,12.28
cost-7361,2025-09-16,clearwater-trade,cloudwatch,uat,30.56
cost-7362,2025-09-16,clearwater-trade,cloudwatch,prod,92.82
cost-7363,2025-09-16,clearwater-settlement,ec2,dev,73.16
cost-7364,2025-09-16,clearwater-settlement,ec2,uat,150.35
cost-7365,2025-09-16,clearwater-settlement,ec2,prod,434.96
cost-7366,2025-09-16,clearwater-settlement,rds,dev,73.15
cost-7367,2025-09-16,clearwater-settlement,rds,uat,138.18
cost-7368,2025-09-16,clearwater-settlement,rds,prod,459.33
cost-7369,2025-09-16,clearwater-settlement,s3,dev,16.42
cost-7370,2025-09-16,clearwater-settlement,s3,uat,33.13
cost-7371,2025-09-16,clearwater-settlement,s3,prod,127.12
cost-7372,2025-09-16,clearwater-settlement,lambda,dev,29.38
cost-7373,2025-09-16,clearwater-settlement,lambda,uat,58.13
cost-7374,2025-09-16,clearwater-settlement,lambda,prod,175.69
cost-7375,2025-09-16,clearwater-settlement,eks,dev,40.76
cost-7376,2025-09-16,clearwater-settlement,eks,uat,69.14
cost-7377,2025-09-16,clearwater-settlement,eks,prod,282.96
cost-7378,2025-09-16,clearwater-settlement,cloudwatch,dev,12.46
cost-7379,2025-09-16,clearwater-settlement,cloudwatch,uat,26.14
cost-7380,2025-09-16,clearwater-settlement,cloudwatch,prod,90.95
cost-7381,2025-09-16,clearwater-sales,ec2,dev,34.78
cost-7382,2025-09-16,clearwater-sales,ec2,uat,70.68
cost-7383,2025-09-16,clearwater-sales,ec2,prod,216.51
cost-7384,2025-09-16,clearwater-sales,rds,dev,16.26
cost-7385,2025-09-16,clearwater-sales,rds,uat,40.32
cost-7386,2025-09-16,clearwater-sales,rds,prod,147.29
cost-7387,2025-09-16,clearwater-sales,s3,dev,15.26
cost-7388,2025-09-16,clearwater-sales,s3,uat,32.89
cost-7389,2025-09-16,clearwater-sales,s3,prod,106.93
cost-7390,2025-09-16,clearwater-sales,lambda,dev,35.45
cost-7391,2025-09-16,clearwater-sales,lambda,uat,80.70
cost-7392,2025-09-16,clearwater-sales,lambda,prod,255.89
cost-7393,2025-09-16,clearwater-sales,eks,dev,13.50
cost-7394,2025-09-16,clearwater-sales,eks,uat,22.72
cost-7395,2025-09-16,clearwater-sales,eks,prod,77.33
cost-7396,2025-09-16,clearwater-sales,cloudwatch,dev,11.06
cost-7397,2025-09-16,clearwater-sales,cloudwatch,uat,17.32
cost-7398,2025-09-16,clearwater-sales,cloudwatch,prod,72.91
cost-7399,2025-09-16,clearwater-collateral,ec2,dev,12.91
cost-7400,2025-09-16,clearwater-collateral,ec2,uat,31.03
cost-7401,2025-09-16,clearwater-collateral,ec2,prod,102.41
cost-7402,2025-09-16,clearwater-collateral,rds,dev,27.79
cost-7403,2025-09-16,clearwater-collateral,rds,uat,59.03
cost-7404,2025-09-16,clearwater-collateral,rds,prod,226.50
cost-7405,2025-09-16,clearwater-collateral,s3,dev,30.52
cost-7406,2025-09-16,clearwater-collateral,s3,uat,56.07
cost-7407,2025-09-16,clearwater-collateral,s3,prod,190.23
cost-7408,2025-09-16,clearwater-collateral,lambda,dev,7.45
cost-7409,2025-09-16,clearwater-collateral,lambda,uat,16.18
cost-7410,2025-09-16,clearwater-collateral,lambda,prod,59.32
cost-7411,2025-09-16,clearwater-collateral,eks,dev,6.69
cost-7412,2025-09-16,clearwater-collateral,eks,uat,11.87
cost-7413,2025-09-16,clearwater-collateral,eks,prod,43.11
cost-7414,2025-09-16,clearwater-collateral,cloudwatch,dev,4.65
cost-7415,2025-09-16,clearwater-collateral,cloudwatch,uat,8.66
cost-7416,2025-09-16,clearwater-collateral,cloudwatch,prod,31.99
cost-7417,2025-09-17,clearwater-trade,ec2,dev,103.42
cost-7418,2025-09-17,clearwater-trade,ec2,uat,182.45
cost-7419,2025-09-17,clearwater-trade,ec2,prod,575.71
cost-7420,2025-09-17,clearwater-trade,rds,dev,78.30
cost-7421,2025-09-17,clearwater-trade,rds,uat,127.45
cost-7422,2025-09-17,clearwater-trade,rds,prod,407.79
cost-7423,2025-09-17,clearwater-trade,s3,dev,14.71
cost-7424,2025-09-17,clearwater-trade,s3,uat,23.46
cost-7425,2025-09-17,clearwater-trade,s3,prod,107.87
cost-7426,2025-09-17,clearwater-trade,lambda,dev,27.61
cost-7427,2025-09-17,clearwater-trade,lambda,uat,60.88
cost-7428,2025-09-17,clearwater-trade,lambda,prod,202.40
cost-7429,2025-09-17,clearwater-trade,eks,dev,56.64
cost-7430,2025-09-17,clearwater-trade,eks,uat,110.28
cost-7431,2025-09-17,clearwater-trade,eks,prod,380.37
cost-7432,2025-09-17,clearwater-trade,cloudwatch,dev,15.45
cost-7433,2025-09-17,clearwater-trade,cloudwatch,uat,26.23
cost-7434,2025-09-17,clearwater-trade,cloudwatch,prod,97.59
cost-7435,2025-09-17,clearwater-settlement,ec2,dev,66.78
cost-7436,2025-09-17,clearwater-settlement,ec2,uat,126.55
cost-7437,2025-09-17,clearwater-settlement,ec2,prod,431.82
cost-7438,2025-09-17,clearwater-settlement,rds,dev,60.68
cost-7439,2025-09-17,clearwater-settlement,rds,uat,160.10
cost-7440,2025-09-17,clearwater-settlement,rds,prod,512.87
cost-7441,2025-09-17,clearwater-settlement,s3,dev,21.49
cost-7442,2025-09-17,clearwater-settlement,s3,uat,33.75
cost-7443,2025-09-17,clearwater-settlement,s3,prod,132.41
cost-7444,2025-09-17,clearwater-settlement,lambda,dev,25.78
cost-7445,2025-09-17,clearwater-settlement,lambda,uat,59.90
cost-7446,2025-09-17,clearwater-settlement,lambda,prod,203.47
cost-7447,2025-09-17,clearwater-settlement,eks,dev,33.73
cost-7448,2025-09-17,clearwater-settlement,eks,uat,69.64
cost-7449,2025-09-17,clearwater-settlement,eks,prod,263.78
cost-7450,2025-09-17,clearwater-settlement,cloudwatch,dev,12.59
cost-7451,2025-09-17,clearwater-settlement,cloudwatch,uat,23.86
cost-7452,2025-09-17,clearwater-settlement,cloudwatch,prod,75.60
cost-7453,2025-09-17,clearwater-sales,ec2,dev,31.88
cost-7454,2025-09-17,clearwater-sales,ec2,uat,71.67
cost-7455,2025-09-17,clearwater-sales,ec2,prod,193.32
cost-7456,2025-09-17,clearwater-sales,rds,dev,20.32
cost-7457,2025-09-17,clearwater-sales,rds,uat,36.96
cost-7458,2025-09-17,clearwater-sales,rds,prod,125.60
cost-7459,2025-09-17,clearwater-sales,s3,dev,15.50
cost-7460,2025-09-17,clearwater-sales,s3,uat,28.21
cost-7461,2025-09-17,clearwater-sales,s3,prod,95.74
cost-7462,2025-09-17,clearwater-sales,lambda,dev,37.53
cost-7463,2025-09-17,clearwater-sales,lambda,uat,67.90
cost-7464,2025-09-17,clearwater-sales,lambda,prod,295.94
cost-7465,2025-09-17,clearwater-sales,eks,dev,13.35
cost-7466,2025-09-17,clearwater-sales,eks,uat,21.81
cost-7467,2025-09-17,clearwater-sales,eks,prod,74.91
cost-7468,2025-09-17,clearwater-sales,cloudwatch,dev,11.40
cost-7469,2025-09-17,clearwater-sales,cloudwatch,uat,17.35
cost-7470,2025-09-17,clearwater-sales,cloudwatch,prod,64.91
cost-7471,2025-09-17,clearwater-collateral,ec2,dev,15.95
cost-7472,2025-09-17,clearwater-collateral,ec2,uat,25.46
cost-7473,2025-09-17,clearwater-collateral,ec2,prod,84.98
cost-7474,2025-09-17,clearwater-collateral,rds,dev,35.29
cost-7475,2025-09-17,clearwater-collateral,rds,uat,58.68
cost-7476,2025-09-17,clearwater-collateral,rds,prod,245.81
cost-7477,2025-09-17,clearwater-collateral,s3,dev,29.98
cost-7478,2025-09-17,clearwater-collateral,s3,uat,58.64
cost-7479,2025-09-17,clearwater-collateral,s3,prod,180.89
cost-7480,2025-09-17,clearwater-collateral,lambda,dev,7.69
cost-7481,2025-09-17,clearwater-collateral,lambda,uat,16.96
cost-7482,2025-09-17,clearwater-collateral,lambda,prod,57.10
cost-7483,2025-09-17,clearwater-collateral,eks,dev,5.90
cost-7484,2025-09-17,clearwater-collateral,eks,uat,13.61
cost-7485,2025-09-17,clearwater-collateral,eks,prod,47.24
cost-7486,2025-09-17,clearwater-collateral,cloudwatch,dev,4.67
cost-7487,2025-09-17,clearwater-collateral,cloudwatch,uat,10.31
cost-7488,2025-09-17,clearwater-collateral,cloudwatch,prod,29.19
cost-7489,2025-09-18,clearwater-trade,ec2,dev,101.99
cost-7490,2025-09-18,clearwater-trade,ec2,uat,165.70
cost-7491,2025-09-18,clearwater-trade,ec2,prod,649.42
cost-7492,2025-09-18,clearwater-trade,rds,dev,58.31
cost-7493,2025-09-18,clearwater-trade,rds,uat,137.75
cost-7494,2025-09-18,clearwater-trade,rds,prod,451.02
cost-7495,2025-09-18,clearwater-trade,s3,dev,12.17
cost-7496,2025-09-18,clearwater-trade,s3,uat,23.97
cost-7497,2025-09-18,clearwater-trade,s3,prod,83.14
cost-7498,2025-09-18,clearwater-trade,lambda,dev,29.51
cost-7499,2025-09-18,clearwater-trade,lambda,uat,59.04
cost-7500,2025-09-18,clearwater-trade,lambda,prod,201.13
cost-7501,2025-09-18,clearwater-trade,eks,dev,50.53
cost-7502,2025-09-18,clearwater-trade,eks,uat,107.07
cost-7503,2025-09-18,clearwater-trade,eks,prod,349.07
cost-7504,2025-09-18,clearwater-trade,cloudwatch,dev,13.15
cost-7505,2025-09-18,clearwater-trade,cloudwatch,uat,29.06
cost-7506,2025-09-18,clearwater-trade,cloudwatch,prod,93.27
cost-7507,2025-09-18,clearwater-settlement,ec2,dev,76.04
cost-7508,2025-09-18,clearwater-settlement,ec2,uat,150.09
cost-7509,2025-09-18,clearwater-settlement,ec2,prod,548.12
cost-7510,2025-09-18,clearwater-settlement,rds,dev,78.51
cost-7511,2025-09-18,clearwater-settlement,rds,uat,146.10
cost-7512,2025-09-18,clearwater-settlement,rds,prod,430.54
cost-7513,2025-09-18,clearwater-settlement,s3,dev,16.95
cost-7514,2025-09-18,clearwater-settlement,s3,uat,37.44
cost-7515,2025-09-18,clearwater-settlement,s3,prod,121.00
cost-7516,2025-09-18,clearwater-settlement,lambda,dev,31.00
cost-7517,2025-09-18,clearwater-settlement,lambda,uat,60.25
cost-7518,2025-09-18,clearwater-settlement,lambda,prod,185.69
cost-7519,2025-09-18,clearwater-settlement,eks,dev,34.26
cost-7520,2025-09-18,clearwater-settlement,eks,uat,61.84
cost-7521,2025-09-18,clearwater-settlement,eks,prod,220.65
cost-7522,2025-09-18,clearwater-settlement,cloudwatch,dev,11.25
cost-7523,2025-09-18,clearwater-settlement,cloudwatch,uat,25.96
cost-7524,2025-09-18,clearwater-settlement,cloudwatch,prod,92.92
cost-7525,2025-09-18,clearwater-sales,ec2,dev,30.73
cost-7526,2025-09-18,clearwater-sales,ec2,uat,55.72
cost-7527,2025-09-18,clearwater-sales,ec2,prod,188.35
cost-7528,2025-09-18,clearwater-sales,rds,dev,16.43
cost-7529,2025-09-18,clearwater-sales,rds,uat,32.16
cost-7530,2025-09-18,clearwater-sales,rds,prod,143.06
cost-7531,2025-09-18,clearwater-sales,s3,dev,14.95
cost-7532,2025-09-18,clearwater-sales,s3,uat,25.97
cost-7533,2025-09-18,clearwater-sales,s3,prod,107.09
cost-7534,2025-09-18,clearwater-sales,lambda,dev,36.13
cost-7535,2025-09-18,clearwater-sales,lambda,uat,65.56
cost-7536,2025-09-18,clearwater-sales,lambda,prod,301.27
cost-7537,2025-09-18,clearwater-sales,eks,dev,11.05
cost-7538,2025-09-18,clearwater-sales,eks,uat,24.99
cost-7539,2025-09-18,clearwater-sales,eks,prod,92.44
cost-7540,2025-09-18,clearwater-sales,cloudwatch,dev,9.99
cost-7541,2025-09-18,clearwater-sales,cloudwatch,uat,19.32
cost-7542,2025-09-18,clearwater-sales,cloudwatch,prod,70.31
cost-7543,2025-09-18,clearwater-collateral,ec2,dev,12.94
cost-7544,2025-09-18,clearwater-collateral,ec2,uat,26.56
cost-7545,2025-09-18,clearwater-collateral,ec2,prod,94.60
cost-7546,2025-09-18,clearwater-collateral,rds,dev,30.52
cost-7547,2025-09-18,clearwater-collateral,rds,uat,70.32
cost-7548,2025-09-18,clearwater-collateral,rds,prod,216.77
cost-7549,2025-09-18,clearwater-collateral,s3,dev,31.69
cost-7550,2025-09-18,clearwater-collateral,s3,uat,57.94
cost-7551,2025-09-18,clearwater-collateral,s3,prod,201.92
cost-7552,2025-09-18,clearwater-collateral,lambda,dev,6.87
cost-7553,2025-09-18,clearwater-collateral,lambda,uat,16.12
cost-7554,2025-09-18,clearwater-collateral,lambda,prod,51.31
cost-7555,2025-09-18,clearwater-collateral,eks,dev,6.25
cost-7556,2025-09-18,clearwater-collateral,eks,uat,12.60
cost-7557,2025-09-18,clearwater-collateral,eks,prod,49.69
cost-7558,2025-09-18,clearwater-collateral,cloudwatch,dev,4.06
cost-7559,2025-09-18,clearwater-collateral,cloudwatch,uat,8.59
cost-7560,2025-09-18,clearwater-collateral,cloudwatch,prod,30.25
cost-7561,2025-09-19,clearwater-trade,ec2,dev,95.86
cost-7562,2025-09-19,clearwater-trade,ec2,uat,163.27
cost-7563,2025-09-19,clearwater-trade,ec2,prod,589.82
cost-7564,2025-09-19,clearwater-trade,rds,dev,65.02
cost-7565,2025-09-19,clearwater-trade,rds,uat,126.58
cost-7566,2025-09-19,clearwater-trade,rds,prod,519.24
cost-7567,2025-09-19,clearwater-trade,s3,dev,13.07
cost-7568,2025-09-19,clearwater-trade,s3,uat,29.72
cost-7569,2025-09-19,clearwater-trade,s3,prod,101.35
cost-7570,2025-09-19,clearwater-trade,lambda,dev,28.95
cost-7571,2025-09-19,clearwater-trade,lambda,uat,60.80
cost-7572,2025-09-19,clearwater-trade,lambda,prod,210.67
cost-7573,2025-09-19,clearwater-trade,eks,dev,49.21
cost-7574,2025-09-19,clearwater-trade,eks,uat,108.74
cost-7575,2025-09-19,clearwater-trade,eks,prod,399.80
cost-7576,2025-09-19,clearwater-trade,cloudwatch,dev,15.06
cost-7577,2025-09-19,clearwater-trade,cloudwatch,uat,26.04
cost-7578,2025-09-19,clearwater-trade,cloudwatch,prod,91.31
cost-7579,2025-09-19,clearwater-settlement,ec2,dev,71.84
cost-7580,2025-09-19,clearwater-settlement,ec2,uat,123.53
cost-7581,2025-09-19,clearwater-settlement,ec2,prod,522.15
cost-7582,2025-09-19,clearwater-settlement,rds,dev,74.11
cost-7583,2025-09-19,clearwater-settlement,rds,uat,127.53
cost-7584,2025-09-19,clearwater-settlement,rds,prod,518.21
cost-7585,2025-09-19,clearwater-settlement,s3,dev,19.25
cost-7586,2025-09-19,clearwater-settlement,s3,uat,32.76
cost-7587,2025-09-19,clearwater-settlement,s3,prod,125.79
cost-7588,2025-09-19,clearwater-settlement,lambda,dev,25.42
cost-7589,2025-09-19,clearwater-settlement,lambda,uat,58.63
cost-7590,2025-09-19,clearwater-settlement,lambda,prod,220.31
cost-7591,2025-09-19,clearwater-settlement,eks,dev,31.08
cost-7592,2025-09-19,clearwater-settlement,eks,uat,65.20
cost-7593,2025-09-19,clearwater-settlement,eks,prod,249.72
cost-7594,2025-09-19,clearwater-settlement,cloudwatch,dev,13.08
cost-7595,2025-09-19,clearwater-settlement,cloudwatch,uat,26.67
cost-7596,2025-09-19,clearwater-settlement,cloudwatch,prod,83.70
cost-7597,2025-09-19,clearwater-sales,ec2,dev,35.54
cost-7598,2025-09-19,clearwater-sales,ec2,uat,57.63
cost-7599,2025-09-19,clearwater-sales,ec2,prod,201.74
cost-7600,2025-09-19,clearwater-sales,rds,dev,21.25
cost-7601,2025-09-19,clearwater-sales,rds,uat,42.33
cost-7602,2025-09-19,clearwater-sales,rds,prod,126.99
cost-7603,2025-09-19,clearwater-sales,s3,dev,14.19
cost-7604,2025-09-19,clearwater-sales,s3,uat,31.12
cost-7605,2025-09-19,clearwater-sales,s3,prod,115.64
cost-7606,2025-09-19,clearwater-sales,lambda,dev,40.49
cost-7607,2025-09-19,clearwater-sales,lambda,uat,74.23
cost-7608,2025-09-19,clearwater-sales,lambda,prod,301.16
cost-7609,2025-09-19,clearwater-sales,eks,dev,13.96
cost-7610,2025-09-19,clearwater-sales,eks,uat,26.14
cost-7611,2025-09-19,clearwater-sales,eks,prod,82.50
cost-7612,2025-09-19,clearwater-sales,cloudwatch,dev,10.28
cost-7613,2025-09-19,clearwater-sales,cloudwatch,uat,18.33
cost-7614,2025-09-19,clearwater-sales,cloudwatch,prod,66.47
cost-7615,2025-09-19,clearwater-collateral,ec2,dev,14.61
cost-7616,2025-09-19,clearwater-collateral,ec2,uat,24.65
cost-7617,2025-09-19,clearwater-collateral,ec2,prod,96.34
cost-7618,2025-09-19,clearwater-collateral,rds,dev,33.41
cost-7619,2025-09-19,clearwater-collateral,rds,uat,72.37
cost-7620,2025-09-19,clearwater-collateral,rds,prod,251.82
cost-7621,2025-09-19,clearwater-collateral,s3,dev,26.18
cost-7622,2025-09-19,clearwater-collateral,s3,uat,56.80
cost-7623,2025-09-19,clearwater-collateral,s3,prod,190.26
cost-7624,2025-09-19,clearwater-collateral,lambda,dev,6.40
cost-7625,2025-09-19,clearwater-collateral,lambda,uat,15.05
cost-7626,2025-09-19,clearwater-collateral,lambda,prod,49.59
cost-7627,2025-09-19,clearwater-collateral,eks,dev,6.64
cost-7628,2025-09-19,clearwater-collateral,eks,uat,11.04
cost-7629,2025-09-19,clearwater-collateral,eks,prod,48.64
cost-7630,2025-09-19,clearwater-collateral,cloudwatch,dev,4.24
cost-7631,2025-09-19,clearwater-collateral,cloudwatch,uat,8.06
cost-7632,2025-09-19,clearwater-collateral,cloudwatch,prod,35.64
cost-7633,2025-09-20,clearwater-trade,ec2,dev,84.32
cost-7634,2025-09-20,clearwater-trade,ec2,uat,164.78
cost-7635,2025-09-20,clearwater-trade,ec2,prod,764.97
cost-7636,2025-09-20,clearwater-trade,rds,dev,74.83
cost-7637,2025-09-20,clearwater-trade,rds,uat,149.21
cost-7638,2025-09-20,clearwater-trade,rds,prod,430.81
cost-7639,2025-09-20,clearwater-trade,s3,dev,14.34
cost-7640,2025-09-20,clearwater-trade,s3,uat,26.41
cost-7641,2025-09-20,clearwater-trade,s3,prod,101.25
cost-7642,2025-09-20,clearwater-trade,lambda,dev,26.85
cost-7643,2025-09-20,clearwater-trade,lambda,uat,60.76
cost-7644,2025-09-20,clearwater-trade,lambda,prod,196.20
cost-7645,2025-09-20,clearwater-trade,eks,dev,51.72
cost-7646,2025-09-20,clearwater-trade,eks,uat,110.61
cost-7647,2025-09-20,clearwater-trade,eks,prod,396.07
cost-7648,2025-09-20,clearwater-trade,cloudwatch,dev,15.24
cost-7649,2025-09-20,clearwater-trade,cloudwatch,uat,29.25
cost-7650,2025-09-20,clearwater-trade,cloudwatch,prod,95.96
cost-7651,2025-09-20,clearwater-settlement,ec2,dev,74.19
cost-7652,2025-09-20,clearwater-settlement,ec2,uat,134.62
cost-7653,2025-09-20,clearwater-settlement,ec2,prod,511.64
cost-7654,2025-09-20,clearwater-settlement,rds,dev,62.70
cost-7655,2025-09-20,clearwater-settlement,rds,uat,143.06
cost-7656,2025-09-20,clearwater-settlement,rds,prod,454.01
cost-7657,2025-09-20,clearwater-settlement,s3,dev,16.75
cost-7658,2025-09-20,clearwater-settlement,s3,uat,42.56
cost-7659,2025-09-20,clearwater-settlement,s3,prod,142.94
cost-7660,2025-09-20,clearwater-settlement,lambda,dev,31.88
cost-7661,2025-09-20,clearwater-settlement,lambda,uat,63.59
cost-7662,2025-09-20,clearwater-settlement,lambda,prod,197.59
cost-7663,2025-09-20,clearwater-settlement,eks,dev,33.11
cost-7664,2025-09-20,clearwater-settlement,eks,uat,74.12
cost-7665,2025-09-20,clearwater-settlement,eks,prod,217.77
cost-7666,2025-09-20,clearwater-settlement,cloudwatch,dev,12.89
cost-7667,2025-09-20,clearwater-settlement,cloudwatch,uat,23.75
cost-7668,2025-09-20,clearwater-settlement,cloudwatch,prod,72.78
cost-7669,2025-09-20,clearwater-sales,ec2,dev,30.97
cost-7670,2025-09-20,clearwater-sales,ec2,uat,70.33
cost-7671,2025-09-20,clearwater-sales,ec2,prod,217.24
cost-7672,2025-09-20,clearwater-sales,rds,dev,19.75
cost-7673,2025-09-20,clearwater-sales,rds,uat,40.25
cost-7674,2025-09-20,clearwater-sales,rds,prod,131.96
cost-7675,2025-09-20,clearwater-sales,s3,dev,13.44
cost-7676,2025-09-20,clearwater-sales,s3,uat,32.06
cost-7677,2025-09-20,clearwater-sales,s3,prod,105.89
cost-7678,2025-09-20,clearwater-sales,lambda,dev,40.18
cost-7679,2025-09-20,clearwater-sales,lambda,uat,80.40
